Order_id,O_lng,O_lat,S_lng,S_lat,L_lng,L_lat,D_lng,D_lat,Start_time,Arrive_store_time,Delivery_start_time,End_time
order_6,114.01626757391232,22.535640573912318,114.021168,22.540541,114.046253,22.566572,114.0449486064858,22.5643216064858,11:0:0,11:2:0,11:2:0,11:8:0
order_26,114.01617611404916,22.53554911404916,114.021168,22.540541,114.035163,22.553912,114.03471553009861,22.55408853009861,11:0:0,11:2:0,11:3:0,11:6:0
order_11,114.01622530252493,22.535598302524928,114.021168,22.540541,114.035163,22.553912,114.03632291888606,22.55569591888606,11:0:0,11:2:0,11:4:0,11:7:0
order_0,114.01694221783853,22.536315217838535,114.021168,22.540541,113.999865,22.523034,114.00215669344827,22.521529693448272,11:4:0,11:5:0,11:5:0,11:10:0
order_31,114.01690408660241,22.536277086602404,114.021168,22.540541,114.035163,22.553912,114.03727492316115,22.556647923161144,11:4:0,11:5:0,11:6:0,11:10:0
order_32,114.01715549266443,22.53652849266442,114.021168,22.540541,114.035163,22.553912,114.03550783269559,22.554880832695584,11:6:0,11:7:0,11:7:0,11:11:0
order_33,114.0172196223872,22.536592622387193,114.021168,22.540541,114.040016,22.560747,114.04248620209994,22.56185920209994,11:6:0,11:7:0,11:8:0,11:13:0
order_24,114.01740714648085,22.53678014648085,114.021168,22.540541,114.035163,22.553912,114.03615979420913,22.555532794209125,11:7:0,11:8:0,11:9:0,11:13:0
order_39,114.08240743045266,22.543114430452672,114.086069,22.546776,114.107675,22.57006,114.1065016740624,22.56720867406241,11:8:0,11:9:0,11:9:0,11:15:0
order_30,114.08275360378217,22.543460603782172,114.086069,22.546776,114.107675,22.57006,114.11131846761269,22.572025467612704,11:10:0,11:11:0,11:11:0,11:17:0
order_27,114.08297100303615,22.54367800303615,114.086069,22.546776,114.107675,22.57006,114.1067205617541,22.56742756175411,11:12:0,11:13:0,11:13:0,11:19:0
order_19,114.08324894077799,22.543955940777998,114.086069,22.546776,114.067691,22.533532,114.07146122008443,22.532168220084436,11:13:0,11:14:0,11:14:0,11:18:0
order_21,114.0834157330095,22.544122733009512,114.086069,22.546776,114.102697,22.563819,114.10373533934899,22.564442339348997,11:15:0,11:16:0,11:16:0,11:20:0
order_17,114.23512106986806,22.71765406986807,114.237541,22.720074,114.255966,22.744393,114.25934605312293,22.741879053122933,11:16:0,11:17:0,11:17:0,11:22:0
order_37,114.23510366083146,22.71763666083146,114.237541,22.720074,114.251443,22.73977,114.25437313792295,22.73690613792297,11:16:0,11:17:0,11:18:0,11:22:0
order_14,114.23521981283655,22.71775281283655,114.237541,22.720074,114.264857,22.742778,114.26262433388864,22.74515733388864,11:17:0,11:18:0,11:19:0,11:25:0
order_22,114.23608972184911,22.718622721849123,114.237541,22.720074,114.251443,22.73977,114.25422059730624,22.73675359730625,11:22:0,11:22:0,11:22:0,11:27:0
order_5,114.23624740665491,22.718780406654922,114.237541,22.720074,114.220333,22.701348,114.21684350647877,22.699376506478767,11:23:0,11:23:0,11:23:0,11:28:0
order_38,113.93807080958393,22.498482809583948,113.939095,22.499507,113.926787,22.487269,113.9235708920571,22.483982892057103,11:25:0,11:25:0,11:25:0,11:28:0
order_34,113.93849328792074,22.49890528792074,113.939095,22.499507,113.926787,22.487269,113.92389124423522,22.484303244235225,11:28:0,11:28:0,11:28:0,11:31:0
order_36,113.93907747566195,22.49948947566195,113.939095,22.499507,113.926787,22.487269,113.92403472818572,22.484446728185727,11:31:0,11:31:0,11:31:0,11:34:0
order_4,113.93901773674688,22.49942973674689,113.939095,22.499507,113.910473,22.471258,113.91301607385711,22.473428073857107,11:31:0,11:31:0,11:32:0,11:39:0
order_23,113.939013409287,22.499425409287,113.939095,22.499507,113.910473,22.471258,113.9133525398428,22.47376453984282,11:31:0,11:31:0,11:33:0,11:40:0
order_3,114.07600067217307,22.72362767217307,114.075976,22.723603,114.056575,22.709394,114.05892076804226,22.706547768042256,11:32:0,11:32:0,11:32:0,11:36:0
order_1,114.07601389415889,22.7236408941589,114.075976,22.723603,114.056575,22.709394,114.05837096718128,22.70599796718128,11:32:0,11:32:0,11:33:0,11:37:0
order_16,114.07693883717461,22.724565837174616,114.075976,22.723603,114.091212,22.741487,114.09138139479386,22.739008394793867,11:38:0,11:38:0,11:38:0,11:42:0
order_7,114.0802163254302,22.72784332543021,114.075976,22.723603,114.091212,22.741487,114.09053557956605,22.738162579566055,11:59:0,12:0:0,12:0:0,12:5:0
order_28,114.03471332010763,22.64494232010763,114.033345,22.643574,114.05215,22.667512,114.05523812172211,22.665467121722116,11:40:0,11:40:0,11:40:0,11:46:0
order_20,114.03472979132785,22.644958791327852,114.033345,22.643574,114.05215,22.667512,114.05550166124559,22.665730661245597,11:40:0,11:40:0,11:41:0,11:47:0
order_10,114.03494636422533,22.645175364225334,114.033345,22.643574,114.059877,22.666172,114.05896682760536,22.66919582760536,11:42:0,11:42:0,11:42:0,11:48:0
order_8,114.0353872171361,22.64561621713611,114.033345,22.643574,114.052218,22.661812,114.05323420911488,22.663463209114877,11:45:0,11:45:0,11:45:0,11:50:0
order_13,114.01620228469011,22.535575284690108,114.012134,22.544682,113.999865,22.523034,114.0037355179709,22.523108517970897,11:0:0,11:3:0,11:3:0,11:7:0
order_18,114.01690785523844,22.536280855238445,114.012134,22.544682,113.999865,22.523034,114.00055013246421,22.519923132464214,11:4:0,11:7:0,11:7:0,11:11:0
order_29,114.01683487751312,22.53620787751311,114.012134,22.544682,113.999865,22.523034,113.99959651211238,22.518969512112367,11:4:0,11:7:0,11:8:0,11:12:0
order_12,114.01710765826917,22.536480658269166,114.012134,22.544682,114.040016,22.560747,114.04156792567791,22.560940925677908,11:6:0,11:9:0,11:9:0,11:14:0
order_25,114.01512787695931,22.547675876959307,114.012134,22.544682,114.032495,22.564206,114.03126797664736,22.56381597664735,11:51:0,11:52:0,11:52:0,11:57:0
order_2,114.01540472497045,22.547952724970457,114.012134,22.544682,114.028572,22.557172,114.0271454097861,22.559693409786103,11:52:0,11:53:0,11:53:0,11:57:0
