Order_id,O_lng,O_lat,S_lng,S_lat,L_lng,L_lat,D_lng,D_lat,Start_time,Arrive_store_time,Delivery_start_time,End_time
order_47,114.13606286689756,22.56322226689756,114.1409244,22.5680838,114.123092,22.552098,114.12723026144137,22.554389661441366,11:0:0,11:2:0,11:2:0,11:6:0
order_10,114.14573848968757,22.57289788968757,114.1409244,22.5680838,114.123092,22.552098,114.12568001886362,22.552839418863616,11:1:0,11:3:0,11:3:0,11:7:0
order_15,114.13625969383423,22.56341909383423,114.1409244,22.5680838,114.118461,22.546147,114.1202004957684,22.547359895768402,11:2:0,11:4:0,11:4:0,11:9:0
order_17,114.14453111049832,22.573461110498318,114.1409244,22.5680838,114.118461,22.546147,114.11809747145514,22.54702747145514,11:28:0,11:30:0,11:30:0,11:35:0
order_21,114.13936305098701,22.56829305098702,114.1409244,22.5680838,114.118461,22.546147,114.11515903470962,22.544089034709632,11:30:0,11:30:0,11:31:0,11:36:0
order_54,114.1418893085219,22.569048708521894,114.1409244,22.5680838,114.118461,22.546147,114.12044586865917,22.547605268659172,11:38:0,11:38:0,11:38:0,11:44:0
order_31,114.14262476740295,22.56978416740295,114.1409244,22.5680838,114.123092,22.552098,114.12272497871209,22.54988437871209,11:42:0,11:42:0,11:42:0,11:47:0
order_39,114.1426972419244,22.569856641924392,114.1409244,22.5680838,114.118461,22.546147,114.11750131031366,22.544660710313657,11:43:0,11:43:0,11:43:0,11:49:0
order_19,114.14271736329135,22.571647363291355,114.1409244,22.5680838,114.113451,22.539579,114.11427873728088,22.543208737280885,11:51:0,11:52:0,11:52:0,11:59:0
order_50,114.1451451293214,22.572304529321407,114.1409244,22.5680838,114.123092,22.552098,114.1235260955896,22.550685495589587,11:59:0,12:0:0,12:0:0,12:5:0
order_6,113.83671842149023,22.800252421490242,113.840966,22.8045,113.829726,22.789466,113.82545076995342,22.78898476995343,11:4:0,11:5:0,11:5:0,11:9:0
order_42,113.83680320272892,22.800337202728915,113.840966,22.8045,113.8663,22.824182,113.86197658362957,22.82551058362958,11:5:0,11:6:0,11:6:0,11:12:0
order_3,113.83662399159425,22.800157991594254,113.840966,22.8045,113.8663,22.824182,113.86347521543209,22.8270092154321,11:4:0,11:5:0,11:7:0,11:13:0
order_36,113.83692648265767,22.800460482657677,113.840966,22.8045,113.829726,22.789466,113.82653403738608,22.790068037386085,11:6:0,11:7:0,11:8:0,11:12:0
order_58,113.84280813154602,22.806342131546025,113.840966,22.8045,113.8663,22.824182,113.86248545552837,22.82601945552838,11:43:0,11:43:0,11:43:0,11:49:0
order_56,113.84379929167123,22.80733329167124,113.840966,22.8045,113.8663,22.824182,113.86172083385588,22.825254833855894,11:50:0,11:51:0,11:51:0,11:56:0
order_38,113.844306053046,22.807840053046007,113.840966,22.8045,113.8663,22.824182,113.86249692977563,22.826030929775644,11:53:0,11:54:0,11:54:0,12:0:0
order_4,114.12059346559133,22.60503746559133,114.124152,22.608596,114.152914,22.634154,114.1485970930485,22.633041093048494,11:9:0,11:10:0,11:10:0,11:17:0
