Order_id,O_lng,O_lat,S_lng,S_lat,L_lng,L_lat,D_lng,D_lat,Start_time,Arrive_store_time,Delivery_start_time,End_time
order_27,114.15108677605203,22.602359776052026,114.15531,22.606583,114.132961,22.587161,114.13679987320818,22.588072873208176,11:4:0,11:5:0,11:5:0,11:11:0
order_24,114.16013407101103,22.61140707101103,114.15531,22.606583,114.132961,22.587161,114.13583739138572,22.587110391385718,11:5:0,11:7:0,11:7:0,11:12:0
order_15,114.15152034151127,22.60279334151127,114.15531,22.606583,114.132961,22.587161,114.13681106588619,22.58808406588619,11:7:0,11:8:0,11:8:0,11:13:0
order_20,114.15067192387527,22.61159392387527,114.15531,22.606583,114.124471,22.587749,114.12653810719172,22.587460107191724,11:29:0,11:31:0,11:31:0,11:37:0
order_3,114.15952080872944,22.610793808729436,114.15531,22.606583,114.132961,22.587161,114.13387272902483,22.58514572902483,11:58:0,11:59:0,11:59:0,12:5:0
order_5,114.0461714878491,22.697899487849103,114.041331,22.693059,114.056575,22.709394,114.05871864406733,22.71044664406732,11:9:0,11:11:0,11:11:0,11:15:0
order_8,114.03820117446602,22.68992917446603,114.041331,22.693059,114.016166,22.673371,114.01926841166065,22.670996411660646,11:11:0,11:12:0,11:12:0,11:18:0
order_35,114.03817023720613,22.68989823720614,114.041331,22.693059,114.016166,22.673371,114.01934778618762,22.671075786187625,11:11:0,11:12:0,11:13:0,11:19:0
order_25,114.03848496528964,22.69021296528965,114.041331,22.693059,114.016166,22.673371,114.0184757073137,22.670203707313693,11:13:0,11:14:0,11:14:0,11:20:0
order_34,114.03843712629077,22.69016512629077,114.041331,22.693059,114.021231,22.679373,114.0240974772104,22.67582547721041,11:13:0,11:14:0,11:15:0,11:19:0
order_22,114.03826028338472,22.689988283384725,114.041331,22.693059,114.019139,22.66608,114.01620905816827,22.667937058168278,11:12:0,11:13:0,11:16:0,11:22:0
order_32,114.03813044592083,22.689858445920827,114.041331,22.693059,114.056575,22.709394,114.05607639761583,22.70780439761582,11:11:0,11:12:0,11:17:0,11:21:0
order_2,114.03839332871479,22.690121328714795,114.041331,22.693059,114.06271,22.715628,114.06658711686882,22.718315116868816,11:13:0,11:14:0,11:18:0,11:23:0
order_7,113.85851978373363,22.621736783733635,113.860941,22.624158,113.850846,22.61047,113.84703577870317,22.610252778703178,11:16:0,11:17:0,11:17:0,11:20:0
order_19,113.85845213492148,22.621669134921476,113.860941,22.624158,113.840813,22.597826,113.8375862272405,22.600803227240505,11:16:0,11:17:0,11:18:0,11:24:0
order_30,113.85867309099481,22.621890090994825,113.860941,22.624158,113.836195,22.605344,113.84018819263908,22.603405192639087,11:17:0,11:18:0,11:19:0,11:24:0
order_31,113.85874878964904,22.62196578964904,113.860941,22.624158,113.836195,22.605344,113.83802126896603,22.601238268966032,11:17:0,11:17:0,11:20:0,11:25:0
order_38,113.85908296488414,22.622299964884135,113.860941,22.624158,113.832356,22.596887,113.83545164103094,22.598668641030944,11:20:0,11:20:0,11:21:0,11:28:0
order_17,113.85952136118769,22.62273836118769,113.860941,22.624158,113.836195,22.605344,113.83822677900301,22.601443779003016,11:22:0,11:22:0,11:22:0,11:28:0
order_18,113.85967923781075,22.62289623781075,113.860941,22.624158,113.836195,22.605344,113.84075280497198,22.603969804971992,11:23:0,11:23:0,11:23:0,11:29:0
order_16,114.15099448009757,22.60226748009757,114.151061,22.611983,114.125813,22.579095,114.12982870616295,22.581101706162947,11:4:0,11:7:0,11:7:0,11:14:0
order_13,114.1503259819439,22.61124798194389,114.151061,22.611983,114.124471,22.587749,114.12602807312055,22.586950073120555,11:27:0,11:27:0,11:27:0,11:33:0
order_33,114.15029542440196,22.611217424401964,114.151061,22.611983,114.175487,22.637052,114.1755346702908,22.636456670290798,11:27:0,11:27:0,11:28:0,11:34:0
order_26,114.15067506787734,22.611597067877348,114.151061,22.611983,114.128415,22.595504,114.13053537578662,22.59145737578662,11:29:0,11:29:0,11:29:0,11:34:0
order_39,114.15089737757238,22.611819377572374,114.151061,22.611983,114.175487,22.637052,114.1758001260131,22.636722126013094,11:30:0,11:30:0,11:30:0,11:36:0
order_14,114.15072790047178,22.611649900471782,114.151061,22.611983,114.134913,22.601031,114.13632675013064,22.59724875013063,11:29:0,11:29:0,11:31:0,11:34:0
