Order_id,O_lng,O_lat,S_lng,S_lat,L_lng,L_lat,D_lng,D_lat,Start_time,Arrive_store_time,Delivery_start_time,End_time
order_25,114.22812399059572,22.691141990595717,114.231952,22.69497,114.210695,22.674325,114.20775365636513,22.670771656365126,11:7:0,11:8:0,11:8:0,11:14:0
order_16,114.23558448469284,22.698704484692826,114.231952,22.69497,114.254436,22.715885,114.25666761946525,22.719787619465247,11:55:0,11:56:0,11:56:0,12:2:0
order_29,114.08539121437757,22.54259921437757,114.08885,22.546058,114.107675,22.57006,114.11152766229372,22.568735662293722,11:9:0,11:10:0,11:10:0,11:16:0
order_0,114.08549949479833,22.542707494798332,114.08885,22.546058,114.102697,22.563819,114.1023182434451,22.5595262434451,11:10:0,11:11:0,11:11:0,11:15:0
order_24,114.08541376324743,22.542621763247432,114.08885,22.546058,114.107675,22.57006,114.11166003319937,22.568868033199376,11:10:0,11:11:0,11:12:0,11:18:0
order_2,114.0857534429539,22.542961442953903,114.08885,22.546058,114.102697,22.563819,114.10649705372407,22.56370505372408,11:12:0,11:13:0,11:13:0,11:17:0
order_21,114.08610327325664,22.543311273256645,114.08885,22.546058,114.077811,22.532325,114.07348615034945,22.530694150349458,11:14:0,11:15:0,11:15:0,11:18:0
order_27,113.93456521641296,22.514226216412958,113.937032,22.516693,113.916008,22.496813,113.91666256898783,22.496323568987826,11:16:0,11:17:0,11:17:0,11:22:0
order_22,113.93480671038333,22.51446771038332,113.937032,22.516693,113.964866,22.5382,113.96166333426459,22.54132433426458,11:17:0,11:18:0,11:18:0,11:24:0
order_9,113.93492858294013,22.51458958294013,113.937032,22.516693,113.911994,22.490105,113.91206595597444,22.49172695597444,11:18:0,11:18:0,11:19:0,11:25:0
order_20,113.93508214828455,22.514743148284552,113.937032,22.516693,113.916008,22.496813,113.91838347733332,22.49804447733332,11:19:0,11:19:0,11:20:0,11:25:0
order_10,113.93481918785994,22.514480187859938,113.937032,22.516693,113.916008,22.496813,113.91772137869378,22.497382378693782,11:17:0,11:18:0,11:21:0,11:26:0
order_6,113.93559575361938,22.51525675361938,113.937032,22.516693,113.916008,22.496813,113.9140520579101,22.493713057910096,11:22:0,11:22:0,11:22:0,11:27:0
order_7,113.94197070156574,22.52163170156573,113.937032,22.516693,113.916008,22.496813,113.91509777507764,22.49475877507763,11:21:0,11:23:0,11:23:0,11:28:0
order_15,113.86794279449052,22.581444794490526,113.8689,22.582402,113.855679,22.566889,113.85358471184843,22.567086711848425,11:25:0,11:25:0,11:25:0,11:29:0
order_3,113.86784241750328,22.581344417503285,113.8689,22.582402,113.855679,22.566889,113.85197868005255,22.565480680052556,11:25:0,11:25:0,11:26:0,11:30:0
order_28,113.86793195998142,22.581433959981418,113.8689,22.582402,113.855679,22.566889,113.8534113597027,22.566913359702706,11:25:0,11:25:0,11:27:0,11:31:0
order_18,114.12965179136665,22.544734791366665,114.129088,22.544171,114.144848,22.564499,114.14717677453683,22.56225977453683,11:35:0,11:35:0,11:35:0,11:39:0
order_19,114.12969515351568,22.544778153515683,114.129088,22.544171,114.144848,22.564499,114.14822387428129,22.563306874281288,11:35:0,11:35:0,11:36:0,11:40:0
order_14,114.12983976214501,22.544922762145017,114.129088,22.544171,114.146105,22.5556,114.14475085785139,22.559833857851395,11:36:0,11:36:0,11:37:0,11:40:0
order_1,114.12976588177474,22.54484888177474,114.129088,22.544171,114.151453,22.561818,114.15103556106665,22.56611856106665,11:36:0,11:36:0,11:38:0,11:43:0
order_13,114.13375254391022,22.548835543910226,114.129088,22.544171,114.146105,22.5556,114.14351649387186,22.558599493871856,11:37:0,11:39:0,11:39:0,11:42:0
order_23,114.14413437136241,22.607416371362408,114.142702,22.605984,114.118748,22.582094,114.12104255019135,22.584324550191344,11:41:0,11:41:0,11:41:0,11:47:0
order_17,114.14428654596021,22.60756854596021,114.142702,22.605984,114.158679,22.618809,114.15722479342763,22.620506793427637,11:42:0,11:42:0,11:42:0,11:46:0
order_8,114.14724239444409,22.61052439444409,114.142702,22.605984,114.118748,22.582094,114.11952760418325,22.582809604183247,11:41:0,11:43:0,11:43:0,11:49:0
order_11,114.14470845304477,22.607990453044767,114.142702,22.605984,114.124471,22.587749,114.1236285574269,22.5869105574269,11:44:0,11:44:0,11:44:0,11:49:0
order_4,114.14501941228882,22.608301412288814,114.142702,22.605984,114.124471,22.587749,114.12693328264696,22.590215282646962,11:46:0,11:47:0,11:47:0,11:51:0
order_26,114.14702731064303,22.610309310643032,114.142702,22.605984,114.151165,22.619451,114.15600185999571,22.61928385999572,11:59:0,12:0:0,12:0:0,12:3:0
order_5,114.2271342208594,22.6901522208594,114.231869,22.694989,114.247992,22.71138,114.2473289650535,22.710346965053496,11:1:0,11:3:0,11:3:0,11:7:0
order_12,114.22794914488874,22.690967144888738,114.231869,22.694989,114.210695,22.674325,114.21115728730814,22.674175287308138,11:6:0,11:7:0,11:7:0,11:13:0
