Order_id,O_lng,O_lat,S_lng,S_lat,L_lng,L_lat,D_lng,D_lat,Start_time,Arrive_store_time,Delivery_start_time,End_time
order_4,114.04426046763169,22.645045467631697,114.046937,22.647722,114.068126,22.665018,114.0659001420401,22.666685142040112,11:14:0,11:15:0,11:15:0,11:20:0
order_5,114.04264914158503,22.643434141585026,114.048166,22.641233,114.022287,22.621526,114.02422065388045,22.625005653880454,11:4:0,11:5:0,11:5:0,11:11:0
order_6,114.04312540179971,22.64391040179972,114.048166,22.641233,114.028121,22.629293,114.02891187247674,22.629696872476746,11:7:0,11:8:0,11:8:0,11:12:0
order_0,114.04328064244112,22.644065642441127,114.048166,22.641233,114.028121,22.629293,114.02754198425365,22.62832698425365,11:8:0,11:9:0,11:9:0,11:13:0
order_9,114.04377589650731,22.64456089650732,114.048166,22.641233,114.022287,22.621526,114.0218516102818,22.62263661028181,11:11:0,11:12:0,11:12:0,11:18:0
order_7,114.0441982651804,22.644983265180404,114.048166,22.641233,114.028121,22.629293,114.02579342794068,22.62657842794069,11:14:0,11:15:0,11:15:0,11:19:0
order_2,114.04703739051003,22.640104390510036,114.048166,22.641233,114.030855,22.620583,114.0301082481606,22.623175248160603,11:24:0,11:24:0,11:24:0,11:29:0
order_8,114.04780101232528,22.64086801232529,114.048166,22.641233,114.068126,22.665018,114.0709554554926,22.664022455492592,11:29:0,11:29:0,11:29:0,11:34:0
order_1,114.1100671210133,22.5495051210133,114.109687,22.549125,114.130857,22.572133,114.13188248195249,22.571320481952498,11:34:0,11:34:0,11:34:0,11:39:0
order_3,114.11052102654651,22.549959026546517,114.109687,22.549125,114.119923,22.560664,114.12303142474425,22.56246942474426,11:37:0,11:37:0,11:37:0,11:40:0
