Order_id,O_lng,O_lat,S_lng,S_lat,L_lng,L_lat,D_lng,D_lat,Start_time,Arrive_store_time,Delivery_start_time,End_time
order_7,114.1151853466118,22.543705346611794,114.110743,22.541151,114.123092,22.552098,114.12599551068264,22.554515510682652,11:59:0,12:0:0,12:0:0,12:3:0
order_15,113.91979464820467,22.49863864820466,113.923512,22.502356,113.89861,22.478851,113.89894213267542,22.477786132675412,11:8:0,11:9:0,11:9:0,11:15:0
order_3,113.92015736193157,22.499001361931565,113.923512,22.502356,113.94032,22.514026,113.93729454313575,22.516138543135742,11:10:0,11:11:0,11:11:0,11:15:0
order_17,113.92026908928027,22.499113089280264,113.923512,22.502356,113.951289,22.52624,113.94775610851964,22.526600108519634,11:11:0,11:12:0,11:12:0,11:19:0
order_8,113.92050480215359,22.49934880215358,113.923512,22.502356,113.911994,22.490105,113.90903828503635,22.487882285036342,11:12:0,11:13:0,11:13:0,11:16:0
order_19,113.92025069083476,22.499094690834767,113.923512,22.502356,113.911994,22.490105,113.90957684846107,22.488420848461075,11:11:0,11:12:0,11:14:0,11:17:0
order_14,113.92059618523353,22.499440185233528,113.923512,22.502356,113.94032,22.514026,113.93799877193261,22.516842771932616,11:13:0,11:14:0,11:15:0,11:19:0
order_29,113.9276608855516,22.506504885551607,113.923512,22.502356,113.944543,22.520164,113.94470027876247,22.52354427876246,11:58:0,11:59:0,11:59:0,12:4:0
order_18,114.10578347742026,22.536191477420264,114.110903,22.539423,114.130321,22.558473,114.13132659162322,22.561734591623217,11:0:0,11:1:0,11:1:0,11:6:0
order_11,114.10603322120201,22.53644122120202,114.110903,22.539423,114.130321,22.558473,114.13132426864341,22.561732268643414,11:1:0,11:2:0,11:2:0,11:7:0
order_33,114.10640800425041,22.536816004250415,114.110903,22.539423,114.130321,22.558473,114.12685192461183,22.55725992461183,11:4:0,11:5:0,11:5:0,11:10:0
order_27,114.10654601102287,22.53695401102288,114.110903,22.539423,114.136533,22.566011,114.13714732472687,22.567555324726865,11:5:0,11:6:0,11:6:0,11:13:0
order_9,114.10862967726082,22.537149677260825,114.110903,22.539423,114.130321,22.558473,114.12753334009224,22.556053340092244,11:17:0,11:18:0,11:18:0,11:22:0
order_34,114.10879930194137,22.537319301941388,114.110903,22.539423,114.130321,22.558473,114.12971168677234,22.558231686772345,11:18:0,11:18:0,11:19:0,11:23:0
order_16,114.10915995814024,22.53767995814025,114.110903,22.539423,114.130321,22.558473,114.13318491613418,22.56170491613419,11:20:0,11:20:0,11:20:0,11:25:0
order_30,114.10931914967733,22.537839149677335,114.110903,22.539423,114.130321,22.558473,114.12859289639987,22.55711289639987,11:21:0,11:21:0,11:21:0,11:26:0
order_13,113.90705742941097,22.75394442941097,113.908101,22.754988,113.920219,22.772929,113.92462237965236,22.771509379652365,11:25:0,11:25:0,11:25:0,11:29:0
order_31,113.9072976047752,22.754184604775187,113.908101,22.754988,113.928187,22.771762,113.92694365524532,22.773830655245316,11:26:0,11:26:0,11:26:0,11:31:0
order_38,113.90736382265464,22.754250822654647,113.908101,22.754988,113.920219,22.772929,113.92493567985916,22.77182267985916,11:27:0,11:27:0,11:27:0,11:31:0
order_12,113.90754518868529,22.754432188685296,113.908101,22.754988,113.920219,22.772929,113.92425207892934,22.771139078929338,11:28:0,11:28:0,11:28:0,11:32:0
