Order_id,O_lng,O_lat,S_lng,S_lat,L_lng,L_lat,D_lng,D_lat,Start_time,Arrive_store_time,Delivery_start_time,End_time
order_8,114.41583894870502,22.629066948705017,114.420345,22.633573,114.406277,22.61831,114.40274286452475,22.61597086452476,11:3:0,11:5:0,11:5:0,11:8:0
order_3,114.41612461599001,22.62935261599002,114.420345,22.633573,114.406277,22.61831,114.4042163646237,22.617444364623697,11:4:0,11:5:0,11:6:0,11:9:0
order_2,114.41632456117308,22.62955256117309,114.420345,22.633573,114.406277,22.61831,114.40474286842213,22.617970868422137,11:6:0,11:7:0,11:7:0,11:11:0
order_7,114.41772949883557,22.630957498835567,114.420345,22.633573,114.406277,22.61831,114.40643403620264,22.619662036202634,11:15:0,11:16:0,11:16:0,11:19:0
order_1,114.4247453409035,22.637973340903507,114.420345,22.633573,114.406277,22.61831,114.40616967298594,22.619397672985944,12:0:0,12:1:0,12:1:0,12:5:0
order_5,113.93837088502352,22.517137885023523,113.939301,22.518068,113.92868,22.50203,113.92441916037637,22.50318616037637,11:26:0,11:26:0,11:26:0,11:29:0
order_9,113.93883216168648,22.517599161686483,113.939301,22.518068,113.916008,22.496813,113.91498791817071,22.493754918170712,11:28:0,11:28:0,11:28:0,11:33:0
order_4,113.93928210032497,22.518049100324976,113.939301,22.518068,113.920909,22.502911,113.92264545170745,22.50141245170746,11:31:0,11:31:0,11:31:0,11:35:0
order_6,113.78989791388034,22.711397913880344,113.789377,22.710877,113.809812,22.727796,113.80933509869317,22.73083509869317,11:35:0,11:35:0,11:35:0,11:39:0
order_0,113.7906060169489,22.712106016948898,113.789377,22.710877,113.809812,22.727796,113.80904127118235,22.730541271182354,11:39:0,11:39:0,11:39:0,11:44:0
