Order_id,O_lng,O_lat,S_lng,S_lat,L_lng,L_lat,D_lng,D_lat,Start_time,Arrive_store_time,Delivery_start_time,End_time
order_9,113.86968669148604,22.58781469148605,113.874366,22.592494,113.862859,22.579093,113.86112048027006,22.57924848027006,11:2:0,11:4:0,11:4:0,11:7:0
order_6,113.87022520223104,22.588353202231044,113.874366,22.592494,113.858815,22.579843,113.85863984916753,22.576767849167542,11:5:0,11:6:0,11:6:0,11:10:0
order_2,113.87912778617766,22.597255786177666,113.874366,22.592494,113.850659,22.573848,113.85247605654382,22.57060405654383,11:12:0,11:14:0,11:14:0,11:19:0
order_7,113.87141656239318,22.589544562393183,113.874366,22.592494,113.850659,22.573848,113.85192968300213,22.570057683002126,11:13:0,11:14:0,11:15:0,11:20:0
order_0,113.8716330585938,22.58976105859381,113.874366,22.592494,113.858989,22.571861,113.85433460087035,22.572462600870356,11:14:0,11:15:0,11:16:0,11:20:0
order_1,113.87177255127932,22.58990055127933,113.874366,22.592494,113.862859,22.579093,113.86054123393163,22.578669233931628,11:15:0,11:16:0,11:17:0,11:20:0
order_4,113.8717178300278,22.589845830027816,113.874366,22.592494,113.885436,22.608887,113.88902282636589,22.607150826365885,11:15:0,11:16:0,11:18:0,11:21:0
order_3,113.87784766146237,22.59597566146237,113.874366,22.592494,113.850659,22.573848,113.8533154696492,22.571443469649203,11:54:0,11:55:0,11:55:0,12:0:0
order_8,114.08672854565617,22.546433545656164,114.089101,22.548806,114.107675,22.57006,114.10753663588531,22.567241635885306,11:16:0,11:17:0,11:17:0,11:22:0
order_5,113.82548022530129,22.717288225301303,113.821632,22.71344,113.84086,22.728228,113.83931566692976,22.731123666929765,11:56:0,11:57:0,11:57:0,12:2:0
