Order_id,O_lng,O_lat,S_lng,S_lat,L_lng,L_lat,D_lng,D_lat,Start_time,Arrive_store_time,Delivery_start_time,End_time
order_12,114.07888351771288,22.53871151771288,114.083148,22.542976,114.071578,22.526561,114.068409082903,22.528237082903004,11:4:0,11:5:0,11:5:0,11:9:0
order_16,114.07917806992886,22.539006069928856,114.083148,22.542976,114.057335,22.522172,114.06030333122028,22.520131331220284,11:6:0,11:7:0,11:7:0,11:13:0
order_3,114.37650891250654,22.743123912506537,114.380108,22.746723,114.367614,22.731624,114.36641329205405,22.73302829205404,11:8:0,11:9:0,11:9:0,11:13:0
order_19,114.37639755895516,22.743012558955147,114.380108,22.746723,114.357539,22.723846,114.35985994097574,22.726474940975724,11:8:0,11:9:0,11:10:0,11:16:0
order_17,114.3770068868783,22.743621886878298,114.380108,22.746723,114.367614,22.731624,114.36598820502805,22.73260320502804,11:12:0,11:13:0,11:13:0,11:16:0
order_8,114.38173853037394,22.748353530373922,114.380108,22.746723,114.400477,22.768351,114.39838366352417,22.764998663524167,11:42:0,11:42:0,11:42:0,11:48:0
order_15,114.38257646629869,22.74919146629868,114.380108,22.746723,114.357539,22.723846,114.36045809078894,22.727073090788938,11:47:0,11:48:0,11:48:0,11:53:0
order_14,114.3847276116418,22.75134261164179,114.380108,22.746723,114.367614,22.731624,114.36535692114846,22.731971921148453,11:56:0,11:58:0,11:58:0,12:1:0
order_0,114.38416439676175,22.750779396761743,114.380108,22.746723,114.357539,22.723846,114.35540365613788,22.722018656137866,11:57:0,11:58:0,11:59:0,12:4:0
order_11,114.13162992153411,22.545420921534117,114.133358,22.547149,114.151453,22.561818,114.15233159390091,22.566122593900904,11:20:0,11:20:0,11:20:0,11:24:0
order_9,114.13153325293558,22.545324252935586,114.133358,22.547149,114.151453,22.561818,114.1505104817572,22.56430148175719,11:20:0,11:20:0,11:21:0,11:25:0
order_1,114.13167078779081,22.545461787790813,114.133358,22.547149,114.151453,22.561818,114.14986958962999,22.563660589629983,11:21:0,11:21:0,11:22:0,11:26:0
order_7,114.02058520051554,22.652239200515545,114.021102,22.652756,114.048476,22.675329,114.04536086690483,22.67701486690483,11:28:0,11:28:0,11:28:0,11:34:0
order_10,114.02079075875541,22.652444758755415,114.021102,22.652756,114.034259,22.671172,114.03852707913215,22.670181079132153,11:30:0,11:30:0,11:30:0,11:34:0
order_4,114.02109320375011,22.65274720375011,114.021102,22.652756,114.006661,22.63982,114.0078550562363,22.639509056236292,11:31:0,11:31:0,11:31:0,11:34:0
order_2,113.90678527635545,22.572014276355457,113.906567,22.571796,113.926393,22.588232,113.9250724759615,22.5903014759615,11:33:0,11:33:0,11:33:0,11:37:0
order_18,113.90751464670124,22.572743646701245,113.906567,22.571796,113.926393,22.588232,113.92172934721992,22.58695834721992,11:38:0,11:38:0,11:38:0,11:42:0
order_13,113.90752989244098,22.57275889244098,113.906567,22.571796,113.926393,22.588232,113.9219732790557,22.587202279055713,11:38:0,11:38:0,11:39:0,11:43:0
order_6,113.90769290739767,22.572921907397674,113.906567,22.571796,113.926393,22.588232,113.9245815183628,22.5898105183628,11:39:0,11:39:0,11:40:0,11:44:0
order_5,113.9097753863736,22.575004386373596,113.906567,22.571796,113.880421,22.550878,113.88460481343725,22.549833813437253,11:52:0,11:53:0,11:53:0,11:59:0
