Order_id,O_lng,O_lat,S_lng,S_lat,L_lng,L_lat,D_lng,D_lat,Start_time,Arrive_store_time,Delivery_start_time,End_time
order_7,114.11389056957245,22.53875956957246,114.118828,22.543697,114.144848,22.564499,114.14383171859369,22.568700718593696,11:0:0,11:2:0,11:2:0,11:8:0
order_9,114.11410961363809,22.538978613638097,114.118828,22.543697,114.130321,22.558473,114.13335346043584,22.558222460435843,11:1:0,11:3:0,11:3:0,11:6:0
order_41,114.11421179358432,22.539080793584333,114.118828,22.543697,114.144848,22.564499,114.14203662392548,22.566905623925486,11:2:0,11:4:0,11:4:0,11:10:0
order_43,114.1142488744927,22.539117874492717,114.118828,22.543697,114.138361,22.557492,114.13507689063228,22.559945890632278,11:2:0,11:4:0,11:5:0,11:9:0
order_34,114.11441140525764,22.53928040525765,114.118828,22.543697,114.138361,22.557492,114.13563659430123,22.560505594301247,11:3:0,11:5:0,11:6:0,11:10:0
order_13,114.11432826211222,22.53919726211224,114.118828,22.543697,114.136533,22.566011,114.13712757163495,22.56199657163496,11:3:0,11:5:0,11:7:0,11:12:0
order_30,114.12337936269735,22.548248362697354,114.118828,22.543697,114.138361,22.557492,114.13517503884844,22.560044038848456,11:3:0,11:5:0,11:8:0,11:12:0
order_45,114.11400906911148,22.538878069111476,114.118828,22.543697,114.138361,22.557492,114.13654195072071,22.561410950720727,11:1:0,11:3:0,11:9:0,11:13:0
order_3,114.11972419165058,22.544593191650588,114.118828,22.543697,114.130321,22.558473,114.13316706640938,22.55803606640939,11:37:0,11:37:0,11:37:0,11:40:0
order_20,114.12049908606637,22.545368086066375,114.118828,22.543697,114.136533,22.566011,114.13827042443374,22.563139424433754,11:42:0,11:42:0,11:42:0,11:47:0
order_39,114.12233156973858,22.54720056973859,114.118828,22.543697,114.136533,22.566011,114.138021439242,22.56289043924201,11:54:0,11:55:0,11:55:0,12:0:0
order_44,114.12235631960033,22.54722531960034,114.118828,22.543697,114.130321,22.558473,114.13291952162136,22.557788521621372,11:54:0,11:55:0,11:56:0,11:59:0
order_2,114.12290216396215,22.547771163962157,114.118828,22.543697,114.144848,22.564499,114.14251877254799,22.567387772548003,11:58:0,11:59:0,11:59:0,12:5:0
order_4,113.91893596598766,22.49725796598765,113.923169,22.501491,113.94032,22.514026,113.93816870252223,22.516490702522233,11:4:0,11:5:0,11:5:0,11:9:0
order_48,113.91896317125587,22.497285171255868,113.923169,22.501491,113.904753,22.480371,113.90095343661089,22.479275436610894,11:5:0,11:6:0,11:6:0,11:11:0
order_53,113.91896205249252,22.49728405249252,113.923169,22.501491,113.89861,22.478851,113.89895607644702,22.477278076447014,11:5:0,11:6:0,11:7:0,11:13:0
order_6,113.91928167393665,22.497603673936652,113.923169,22.501491,113.904753,22.480371,113.90409150861286,22.48241350861287,11:7:0,11:8:0,11:8:0,11:13:0
order_36,113.91928008987485,22.49760208987485,113.923169,22.501491,113.94032,22.514026,113.93659532778953,22.514917327789533,11:7:0,11:8:0,11:9:0,11:13:0
order_57,113.91926639541873,22.497588395418727,113.923169,22.501491,113.904753,22.480371,113.90286516608087,22.481187166080865,11:7:0,11:8:0,11:10:0,11:15:0
order_24,113.93731277415118,22.51528577415118,113.923169,22.501491,113.920909,22.502911,113.92115272634291,22.499125726342903,11:20:0,11:26:0,11:26:0,11:26:0
order_51,113.92318951755496,22.501511517554952,113.923169,22.501491,113.94032,22.514026,113.94000162252367,22.51832362252366,11:32:0,11:32:0,11:32:0,11:35:0
order_25,113.92429037996536,22.502612379965353,113.923169,22.501491,113.944543,22.520164,113.94111107944559,22.519433079445598,11:39:0,11:39:0,11:39:0,11:44:0
order_8,113.92455063214747,22.502872632147476,113.923169,22.501491,113.944543,22.520164,113.94527511435962,22.523597114359614,11:40:0,11:40:0,11:40:0,11:45:0
order_31,113.9257551728047,22.5040771728047,113.923169,22.501491,113.951289,22.52624,113.9484260970718,22.52674809707181,11:48:0,11:49:0,11:49:0,11:55:0
