Order_id,O_lng,O_lat,S_lng,S_lat,L_lng,L_lat,D_lng,D_lat,Start_time,Arrive_store_time,Delivery_start_time,End_time
order_8,114.02332077344175,22.52396677344176,114.027025,22.527671,114.04205,22.540168,114.04267850109632,22.54332450109633,11:8:0,11:9:0,11:9:0,11:13:0
order_5,114.02362594114307,22.524271941143066,114.027025,22.527671,114.046844,22.545791,114.04887655286278,22.549522552862786,11:10:0,11:11:0,11:11:0,11:16:0
order_3,114.02430804348928,22.52495404348929,114.027025,22.527671,114.05157,22.547694,114.05098522942879,22.551631229428793,11:14:0,11:15:0,11:15:0,11:20:0
order_9,114.03090703979767,22.53155303979767,114.027025,22.527671,114.046844,22.545791,114.04898657508993,22.54963257508994,11:56:0,11:57:0,11:57:0,12:2:0
order_6,114.02725376681286,22.527281766812862,114.027419,22.527447,114.04205,22.540168,114.04116170966807,22.541189709668078,11:30:0,11:30:0,11:30:0,11:33:0
order_0,114.03158534271888,22.532231342718894,114.027419,22.527447,114.046844,22.545791,114.04733226146294,22.54797826146294,11:55:0,11:57:0,11:57:0,12:1:0
order_2,114.38170912123911,22.748324121239108,114.380108,22.746723,114.400477,22.768351,114.40118768640917,22.76780268640917,11:42:0,11:42:0,11:42:0,11:48:0
order_4,114.38184292869657,22.748457928696556,114.380108,22.746723,114.400477,22.768351,114.40049162453774,22.767106624537732,11:43:0,11:43:0,11:43:0,11:49:0
order_1,114.38204108014227,22.74865608014226,114.380108,22.746723,114.400477,22.768351,114.4015420910135,22.76815709101349,11:44:0,11:44:0,11:44:0,11:50:0
order_7,114.38218115204725,22.74879615204724,114.380108,22.746723,114.400477,22.768351,114.40054250191437,22.76715750191436,11:45:0,11:45:0,11:45:0,11:51:0
