Order_id,O_lng,O_lat,S_lng,S_lat,L_lng,L_lat,D_lng,D_lat,Start_time,Arrive_store_time,Delivery_start_time,End_time
order_99,114.12701202354015,22.588330023540156,114.131498,22.592816,114.107675,22.57006,114.10913547773855,22.570453477738557,11:3:0,11:5:0,11:5:0,11:10:0
order_71,114.12698958578255,22.588307585782555,114.131498,22.592816,114.1126,22.577827,114.11614454483025,22.577462544830254,11:3:0,11:5:0,11:6:0,11:10:0
order_27,114.12649998250656,22.587817982506568,114.131498,22.592816,114.1126,22.577827,114.11587668950345,22.57719468950345,11:0:0,11:2:0,11:7:0,11:11:0
order_96,114.19002756460397,22.63716556460397,114.131498,22.592816,114.203459,22.645881,114.20292103366347,22.650059033663478,11:37:0,12:0:0,12:0:0,12:16:0
order_28,114.0368632491108,22.558282249110803,114.131498,22.592816,114.057642,22.576955,114.05842994801088,22.579848948010888,11:16:0,11:47:0,12:1:0,12:14:0
order_84,114.19023436625088,22.637372366250883,114.131498,22.592816,114.209645,22.652466,114.20622986001408,22.653367860014082,11:38:0,12:1:0,12:2:0,12:19:0
order_10,114.1269247579736,22.5882427579736,114.131498,22.592816,114.158679,22.618809,114.1553258574101,22.616643857410118,11:2:0,11:4:0,12:3:0,12:10:0
order_41,114.1270450929357,22.588363092935708,114.131498,22.592816,114.1126,22.577827,114.11650236154132,22.577820361541328,11:3:0,11:5:0,12:4:0,12:8:0
order_53,114.30367404277916,22.765423042779172,114.131498,22.592816,114.280514,22.74717,114.28520042702834,22.746949427028348,11:15:0,12:33:0,12:33:0,13:11:0
order_33,114.19283740974642,22.639975409746416,114.131498,22.592816,114.20055,22.652978,114.20392220437263,22.651060204372634,11:55:0,12:19:0,12:34:0,12:50:0
order_87,114.19019596034477,22.63733396034477,114.131498,22.592816,114.209645,22.652466,114.20561536551625,22.65275336551626,11:38:0,12:1:0,12:35:0,12:52:0
order_78,113.90506651714296,22.570295517142952,114.131498,22.592816,113.880421,22.550878,113.88255927428725,22.547788274287253,11:22:0,12:32:0,12:36:0,13:19:0
