Order_id,O_lng,O_lat,S_lng,S_lat,L_lng,L_lat,D_lng,D_lat,Start_time,Arrive_store_time,Delivery_start_time,End_time
order_6,113.88757477245584,22.565385772455834,113.892355,22.570166,113.9125,22.591037,113.91419468846887,22.59200568846887,11:1:0,11:3:0,11:3:0,11:8:0
order_15,113.88787760422984,22.56568860422985,113.892355,22.570166,113.873117,22.554911999999998,113.87469719548274,22.55250819548275,11:3:0,11:5:0,11:5:0,11:9:0
order_8,113.88899772921044,22.566767729210447,113.892355,22.570166,113.9125,22.591037,113.91606517983098,22.59383517983098,11:9:0,11:10:0,11:10:0,11:15:0
order_11,113.88930918760985,22.56707918760985,113.892355,22.570166,113.873117,22.554911999999998,113.87454387529579,22.552313875295788,11:11:0,11:12:0,11:12:0,11:16:0
order_3,113.88974698939893,22.567516989398918,113.892355,22.570166,113.9125,22.591037,113.91610702298,22.59387702297999,11:14:0,11:15:0,11:15:0,11:20:0
order_9,113.88981629110208,22.567586291102074,113.892355,22.570166,113.873117,22.554911999999998,113.8739552716759,22.551725271675892,11:15:0,11:16:0,11:16:0,11:20:0
order_0,113.89712242141552,22.57489242141552,113.89247,22.57024,113.9125,22.591037,113.9155926847689,22.593362684768884,11:13:0,11:15:0,11:15:0,11:20:0
order_17,113.89464009797365,22.572410097973638,113.89247,22.57024,113.912026,22.5836,113.90930459245668,22.587074592456677,11:45:0,11:45:0,11:45:0,11:50:0
order_19,113.8950844185847,22.572854418584697,113.89247,22.57024,113.9125,22.591037,113.91367191370617,22.591441913706166,11:48:0,11:49:0,11:49:0,11:54:0
order_4,113.89553081244615,22.573300812446142,113.89247,22.57024,113.9125,22.591037,113.9114803708103,22.589250370810287,11:51:0,11:52:0,11:52:0,11:57:0
order_12,114.13125511901542,22.545046119015428,114.133358,22.547149,114.144848,22.564498999999998,114.1485484435021,22.5623394435021,11:18:0,11:18:0,11:18:0,11:22:0
order_14,114.13201794342842,22.54580894342842,114.133358,22.547149,114.151453,22.561818,114.15086300911337,22.564654009113365,11:23:0,11:23:0,11:23:0,11:27:0
order_7,114.13533367855277,22.549124678552772,114.133358,22.547149,114.144848,22.564498999999998,114.14709554804733,22.560886548047332,11:44:0,11:44:0,11:44:0,11:48:0
order_18,114.37892441231098,22.74553941231098,114.380108,22.746723,114.35753899999999,22.723845999999998,114.35510781962431,22.7217228196243,11:24:0,11:24:0,11:24:0,11:30:0
order_16,114.3792944532247,22.745909453224687,114.380108,22.746723,114.400477,22.768351000000003,114.3991960998666,22.76581109986659,11:26:0,11:26:0,11:26:0,11:31:0
order_1,114.37992962258606,22.746544622586047,114.380108,22.746723,114.36761399999999,22.731624,114.36589618100463,22.732511181004625,11:30:0,11:30:0,11:30:0,11:33:0
order_5,114.38147089395328,22.74808589395327,114.380108,22.746723,114.400477,22.768351000000003,114.40191430325235,22.76852930325235,11:40:0,11:40:0,11:40:0,11:45:0
order_10,114.38414415850654,22.75075915850654,114.380108,22.746723,114.36761399999999,22.731624,114.36601927358161,22.732634273581603,11:57:0,11:58:0,11:58:0,12:2:0
order_2,113.9332009175991,22.749257917599095,113.932298,22.748355,113.944704,22.766307,113.94674468158553,22.762801681585522,11:37:0,11:37:0,11:37:0,11:41:0
order_13,113.93334958889879,22.749406588898786,113.932298,22.748355,113.944704,22.766307,113.94912342238061,22.765180422380602,11:38:0,11:38:0,11:38:0,11:42:0
