Order_id,O_lng,O_lat,S_lng,S_lat,L_lng,L_lat,D_lng,D_lat,Start_time,Arrive_store_time,Delivery_start_time,End_time
order_34,114.04358487168834,22.66753587168834,114.048477,22.672428,114.072276,22.691457,114.07128153860978,22.695232538609776,11:0:0,11:2:0,11:2:0,11:7:0
order_68,114.04353374339956,22.667484743399555,114.048477,22.672428,114.06632,22.686521,114.06622055594508,22.690171555945074,11:0:0,11:2:0,11:3:0,11:7:0
order_35,114.04367706171668,22.667628061716666,114.048477,22.672428,114.072276,22.691457,114.0706811740127,22.694632174012703,11:1:0,11:3:0,11:4:0,11:9:0
order_47,114.04395444484237,22.66790544484236,114.048477,22.672428,114.057551,22.687546,114.0618381262356,22.685789126235587,11:3:0,11:5:0,11:5:0,11:8:0
order_57,114.04366677136392,22.66761777136391,114.048477,22.672428,114.02627,22.65042,114.02409742050594,22.64804842050594,11:1:0,11:3:0,11:6:0,11:11:0
order_30,113.92638248865569,22.515494858655693,113.9304551,22.51956747,113.9526,22.541054,113.9543993399803,22.543511709980294,11:5:0,11:6:0,11:6:0,11:12:0
order_50,113.92633762598327,22.515449995983257,113.9304551,22.51956747,113.9526,22.541054,113.95041889936672,22.539531269366712,11:5:0,11:6:0,11:7:0,11:13:0
order_78,113.92648506173994,22.515597431739927,113.9304551,22.51956747,113.947613,22.534249,113.94703562617865,22.53614799617864,11:6:0,11:7:0,11:8:0,11:12:0
order_69,113.92647369442537,22.51558606442537,113.9304551,22.51956747,113.914344,22.501885,113.91646376976641,22.50557613976641,11:6:0,11:7:0,11:9:0,11:14:0
order_63,113.93536450377094,22.524476873770936,113.9304551,22.51956747,113.947613,22.534249,113.94645209757086,22.535564467570854,11:7:0,11:9:0,11:10:0,11:14:0
order_18,113.92669092084073,22.51580329084072,113.9304551,22.51956747,113.947613,22.534249,113.94478503342002,22.53389740342002,11:7:0,11:8:0,11:11:0,11:15:0
order_56,113.92642993262803,22.515542302628017,113.9304551,22.51956747,113.9526,22.541054,113.94986696674381,22.538979336743804,11:6:0,11:7:0,11:12:0,11:18:0
order_43,113.92663017040852,22.515742540408507,113.9304551,22.51956747,113.914344,22.501885,113.91346645144297,22.502578821442967,11:7:0,11:8:0,11:13:0,11:18:0
order_46,113.93335603064811,22.522468400648105,113.9304551,22.51956747,113.9526,22.541054,113.95348245247901,22.542594822479003,11:50:0,11:51:0,11:51:0,11:56:0
order_31,114.25082604244372,22.728883042443716,114.254482,22.732539,114.239885,22.712729,114.23630061316604,22.714357613166037,11:8:0,11:9:0,11:9:0,11:14:0
order_64,114.2511076381406,22.729164638140592,114.254482,22.732539,114.239885,22.712729,114.23666756623673,22.71472456623674,11:10:0,11:11:0,11:11:0,11:15:0
order_45,114.25131593402503,22.729372934025026,114.254482,22.732539,114.239885,22.712729,114.23660911051334,22.71466611051335,11:11:0,11:12:0,11:12:0,11:16:0
order_24,114.25123884953626,22.729295849536268,114.254482,22.732539,114.269547,22.749724,114.27221673314303,22.750273733143032,11:11:0,11:12:0,11:13:0,11:17:0
order_60,114.25135456516011,22.72941156516012,114.254482,22.732539,114.234083,22.710828,114.23077617765269,22.708833177652682,11:11:0,11:12:0,11:14:0,11:19:0
order_75,114.25612102343278,22.734178023432786,114.254482,22.732539,114.234083,22.710828,114.23388590939815,22.71194290939816,11:42:0,11:42:0,11:42:0,11:48:0
order_12,114.25668793637662,22.734744936376618,114.254482,22.732539,114.234083,22.710828,114.23330528197947,22.71136228197947,11:46:0,11:47:0,11:47:0,11:52:0
order_66,114.2567661353103,22.73482313531031,114.254482,22.732539,114.234083,22.710828,114.23389074225678,22.711947742256775,11:46:0,11:47:0,11:48:0,11:53:0
order_0,114.25861842972554,22.736675429725548,114.254482,22.732539,114.269547,22.749724,114.27011332566981,22.74817032566981,11:58:0,11:59:0,11:59:0,12:3:0
order_28,114.1154799386891,22.545227938689113,114.118298,22.548046,114.136533,22.566011,114.13609996351369,22.565847963513683,11:13:0,11:14:0,11:14:0,11:18:0
order_72,114.11563140253625,22.545379402536255,114.118298,22.548046,114.136533,22.566011,114.1387659422414,22.568513942241406,11:14:0,11:15:0,11:15:0,11:19:0
order_13,114.11554334174691,22.54529134174692,114.118298,22.548046,114.099093,22.534791,114.10105976919387,22.530807769193878,11:14:0,11:15:0,11:16:0,11:20:0
order_74,114.11570393141379,22.5454519314138,114.118298,22.548046,114.139506,22.57101,114.14151847544935,22.571266475449345,11:15:0,11:16:0,11:17:0,11:22:0
order_61,114.11533923015708,22.545087230157073,114.118298,22.548046,114.106986,22.533928,114.10338723411769,22.5331352341177,11:13:0,11:14:0,11:18:0,11:21:0
order_36,114.11990553708678,22.53738053708678,114.118298,22.548046,114.138361,22.557492,114.13983710412369,22.557312104123685,11:34:0,11:37:0,11:37:0,11:41:0
order_6,114.12142343959827,22.551171439598278,114.118298,22.548046,114.136533,22.566011,114.13785934309763,22.56760734309764,11:52:0,11:53:0,11:53:0,11:57:0
order_8,114.381480776283,22.728487776282993,114.383824,22.730831,114.394902,22.741882,114.39726555306595,22.74427255306594,11:17:0,11:18:0,11:18:0,11:20:0
order_77,114.38150981734161,22.728516817341607,114.383824,22.730831,114.360434,22.709142,114.3620832049364,22.709090204936395,11:17:0,11:18:0,11:19:0,11:24:0
order_16,114.38135140411525,22.72835840411525,114.383824,22.730831,114.394902,22.741882,114.3979729166216,22.744979916621595,11:16:0,11:17:0,11:20:0,11:22:0
