Order_id,O_lng,O_lat,S_lng,S_lat,L_lng,L_lat,D_lng,D_lat,Start_time,Arrive_store_time,Delivery_start_time,End_time
order_37,114.09386439970152,22.534787399701507,114.098786,22.539709,114.119923,22.560664,114.12073060443933,22.561653604439332,11:0:0,11:2:0,11:2:0,11:7:0
order_50,114.09424454485307,22.53516754485307,114.098786,22.539709,114.11402,22.553919,114.11390804275057,22.554831042750557,11:2:0,11:4:0,11:4:0,11:7:0
order_48,114.09415454780309,22.535077547803077,114.098786,22.539709,114.119923,22.560664,114.12277099542523,22.563693995425222,11:2:0,11:4:0,11:5:0,11:10:0
order_36,114.09414288965449,22.53506588965448,114.098786,22.539709,114.119923,22.560664,114.11847358457634,22.559396584576326,11:2:0,11:4:0,11:6:0,11:11:0
order_57,114.10033322951746,22.541256229517447,114.098786,22.539709,114.125685,22.567206,114.12354167227919,22.564464672279186,11:41:0,11:41:0,11:41:0,11:48:0
order_49,114.10249089135465,22.543413891354646,114.098786,22.539709,114.11402,22.553919,114.11633421987423,22.55725721987423,11:55:0,11:56:0,11:56:0,12:0:0
order_11,114.10261849916326,22.543541499163254,114.098786,22.539709,114.119923,22.560664,114.1170288797719,22.557951879771885,11:56:0,11:57:0,11:57:0,12:3:0
order_26,114.07111931710538,22.71943731710538,114.07522,22.723538,114.056575,22.709394,114.05815717963034,22.706475179630342,11:5:0,11:6:0,11:6:0,11:10:0
order_10,114.07116749723397,22.719485497233972,114.07522,22.723538,114.050829,22.698818,114.05187836125937,22.700196361259366,11:6:0,11:7:0,11:7:0,11:14:0
order_6,114.07101591734637,22.71933391734638,114.07522,22.723538,114.050829,22.698818,114.04923586628327,22.697553866283272,11:5:0,11:6:0,11:8:0,11:15:0
order_44,114.07111849264858,22.719436492648587,114.07522,22.723538,114.091212,22.741487,114.09263659205465,22.740954592054642,11:5:0,11:6:0,11:9:0,11:14:0
order_46,114.07106885738756,22.719386857387562,114.07522,22.723538,114.056575,22.709394,114.05842796998277,22.70674596998277,11:5:0,11:6:0,11:10:0,11:14:0
order_35,114.07750986204378,22.72582786204378,114.07522,22.723538,114.091212,22.741487,114.0934554563295,22.741773456329497,11:46:0,11:47:0,11:47:0,11:51:0
order_5,114.04310198164377,22.599180981643762,114.046614,22.602693,114.067727,22.627565,114.07176352837423,22.627842528374224,11:9:0,11:10:0,11:10:0,11:16:0
order_28,114.04319449948399,22.59927349948398,114.046614,22.602693,114.056964,22.614747,114.06086621392122,22.61694521392121,11:10:0,11:11:0,11:11:0,11:14:0
order_53,114.04302380920942,22.599102809209413,114.046614,22.602693,114.067727,22.627565,114.06958550917766,22.625664509177653,11:9:0,11:10:0,11:12:0,11:18:0
order_2,114.04800276461438,22.604081764614378,114.046614,22.602693,114.067727,22.627565,114.06883423383005,22.624913233830046,11:40:0,11:40:0,11:40:0,11:46:0
