order_ID,store_id,home_id,org_lng,org_lat,des_lng,des_lat
0.0,21249.0,8193.0,114.25245897219979,22.718255972199792,114.27473355519662,22.740530555196624
0.0,10694.0,16120.0,113.85058707241963,22.770938072419643,113.86390122230168,22.784252222301685
0.0,21641.0,22314.0,114.25257860404801,22.718375604048017,114.27664766476823,22.742444664768236
0.0,1097.0,9379.0,114.24571189797109,22.711943897971082,114.22908432456876,22.69531632456876
0.0,1525.0,19292.0,114.25532660770358,22.721558607703578,114.27524346365004,22.741475463650037
0.0,15205.0,7555.0,114.04770946343653,22.640467463436543,114.0632923356211,22.656050335621103
0.0,9256.0,22621.0,113.93623278953623,22.514603789536242,113.91251918985974,22.490890189859734
0.0,4799.0,1154.0,114.0132965604914,22.65828956049141,114.0006163891335,22.645609389133497
0.0,24042.0,15306.0,114.25331111195037,22.71910811195037,114.23516195143546,22.700958951435453
0.0,13900.0,5564.0,114.04731104128739,22.640069041287383,114.03126082905422,22.624018829054222
0.0,11751.0,26065.0,113.93699421938157,22.515365219381575,113.91578751010522,22.494158510105226
0.0,138.0,14186.0,114.25506991798802,22.72130191798802,114.23060765189351,22.696839651893505
0.0,25036.0,24443.0,113.85086541131669,22.7712164113167,113.82853413509164,22.748885135091655
0.0,18506.0,14193.0,114.03243855367909,22.533035553679085,114.05028156668406,22.55087856668406
0.0,23559.0,14245.0,114.2531636926647,22.718960692664705,114.27706108023395,22.742858080233944
0.0,1167.0,15846.0,114.2457334435998,22.711965443599794,114.27341284853088,22.739644848530887
0.0,21616.0,20150.0,114.25574454816929,22.72154154816929,114.22929471978588,22.69509171978589
0.0,20941.0,3135.0,114.25236483040771,22.718161830407713,114.27322728652341,22.739024286523406
0.0,17924.0,12372.0,114.02841722113492,22.52901422113492,114.04167841107714,22.54227541107715
0.0,3600.0,12106.0,114.24647592974877,22.71270792974877,114.233941986389,22.700173986388997
0.0,6021.0,17824.0,114.0215427208657,22.66653572086571,113.99856616105814,22.643559161058146
0.0,14810.0,21862.0,114.04758871443076,22.640346714430766,114.02895549341241,22.621713493412415
0.0,24075.0,27670.0,114.25332127997726,22.719118279977252,114.2736609904184,22.73945799041841
0.0,4420.0,26433.0,114.01318110823837,22.658174108238377,114.00307098425178,22.648063984251788
0.0,7504.0,9964.0,114.01412211162544,22.659115111625454,114.00297699001096,22.64796999001097
0.0,12998.0,5969.0,114.04703581541251,22.63979381541251,114.03153804660016,22.62429604660016
0.0,24798.0,21599.0,113.84991702279866,22.77026802279868,113.86984417430142,22.79019517430143
0.0,20496.0,18153.0,114.2522291083888,22.718026108388813,114.27105573422097,22.73685273422096
0.0,16898.0,24625.0,113.85076079739801,22.77111179739801,113.82236370091499,22.742714700915
0.0,4519.0,5938.0,114.01321119752018,22.658204197520178,114.03950815806957,22.68450115806957
