order_ID,store_id,home_id,org_lng,org_lat,des_lng,des_lat
0.0,6876.0,3984.0,113.94437551244536,22.677393512445366,113.92246218115183,22.655480181151823
0.0,16212.0,12949.0,113.90037369524018,22.57717269524018,113.88658739535693,22.563386395356922
0.0,22537.0,27986.0,114.08814803927608,22.547983039276076,114.11028325709653,22.57011825709653
0.0,24541.0,20210.0,114.08875946381106,22.548594463811064,114.10092984119436,22.56076484119436
0.0,8077.0,25199.0,114.12196571448739,22.550214714487396,114.14378885957981,22.572037859579822
0.0,20882.0,13881.0,114.08764287144861,22.547477871448613,114.10823594317779,22.568070943177784
0.0,5750.0,2356.0,113.9440318700963,22.677049870096294,113.92182836192556,22.654846361925568
0.0,20810.0,27943.0,114.08762099253956,22.547455992539554,114.10788588063285,22.567720880632855
0.0,14190.0,25614.0,113.89975650447509,22.576555504475103,113.87462001774705,22.55141901774705
0.0,23596.0,465.0,114.08847101157023,22.54830601157023,114.10701679956367,22.566851799563675
0.0,20162.0,7190.0,113.93742111642987,22.51799911642988,113.92098516627195,22.50156316627195
0.0,3949.0,16956.0,113.90407865877538,22.57982665877537,113.88404197260084,22.559789972600843
0.0,21234.0,17616.0,114.08775034845335,22.547585348453353,114.10995557525362,22.569790575253627
0.0,1561.0,12760.0,113.89573041862151,22.571478418621506,113.87637727240231,22.552125272402307
0.0,19565.0,12921.0,113.93723904782414,22.51781704782414,113.95180476518622,22.53238276518622
0.0,15390.0,13829.0,113.90524846655745,22.582047466557448,113.88485122462447,22.561650224624476
0.0,11864.0,3791.0,113.84188987874356,22.71489687874355,113.82120305989676,22.69421005989675
0.0,3872.0,12749.0,113.89643570129485,22.572183701294847,113.91404236512115,22.58979036512115
0.0,20514.0,2737.0,114.08753038356204,22.547365383562035,114.10643613699254,22.566271136992547
0.0,4619.0,1149.0,113.94368680829943,22.67670480829943,113.92263118259724,22.65564918259724
0.0,304.0,24461.0,113.89534684704489,22.571094847044897,113.87758347638261,22.55333147638261
0.0,15359.0,13121.0,113.9001134957084,22.57691249570839,113.88516483296472,22.561963832964715
0.0,14765.0,21169.0,113.89993193091995,22.576730930919954,113.8822676391859,22.559066639185904
0.0,20976.0,2778.0,114.08767160722101,22.54750660722101,114.10869571553613,22.568530715536134
0.0,17118.0,18815.0,113.93649214389751,22.517070143897516,113.91869571206713,22.499273712067144
0.0,20731.0,15587.0,114.08759661033417,22.547431610334172,114.10749576534675,22.56733076534675
0.0,21593.0,14215.0,114.09085547604523,22.550690476045233,114.06775063831479,22.527585638314797
0.0,5496.0,831.0,113.94395440962022,22.67697240962022,113.92747804655791,22.660496046557913
0.0,13533.0,6080.0,113.89955599066653,22.576354990666527,113.88650585066446,22.56330485066446
0.0,18122.0,24868.0,113.93679866319158,22.517376663191577,113.92118511650197,22.501763116501976
0.0,16711.0,19531.0,113.9363678837735,22.516945883773506,113.91456140587594,22.495139405875946
0.0,9639.0,9998.0,113.84719313439558,22.720200134395583,113.82956867077833,22.702575670778327
0.0,16157.0,2605.0,113.90511536886586,22.581914368865867,113.8766096729453,22.55340867294531
0.0,13893.0,23818.0,113.89966606187188,22.576465061871883,113.88361984614485,22.56041884614486
0.0,20513.0,22266.0,114.08753036689035,22.547365366890347,114.10643587024553,22.56627087024554
0.0,15830.0,24658.0,113.90538152588128,22.582180525881284,113.88599751201725,22.562796512017258
0.0,6714.0,26381.0,113.94432605603585,22.67734405603585,113.96307731296335,22.696095312963344
0.0,21537.0,4686.0,114.12253924035727,22.550788240357274,114.13469411989475,22.56294311989475
0.0,23343.0,11098.0,114.08839387478739,22.54822887478739,114.10749256142647,22.56732756142647
0.0,1413.0,22510.0,113.89568534802672,22.571433348026712,113.91516531383961,22.590913313839604
