time,cur_obj,cur_bound,root_obj
1.0299999713897705,1e+100,0.0,0.0
1.6299998760223389,685.1022333332603,0.0,
1.8650000095367432,420.38369999985116,61.62736666654564,
1.8880000114440918,420.38369999985116,61.62736666654564,
1.8919999599456787,383.6506333331963,61.62736666654564,
1.9210000038146973,369.4508333331951,61.62736666654564,
1.943000078201294,308.07653333320195,61.62736666654564,
2.0139999389648438,293.5039999998535,69.88019999987522,
2.0829999446868896,223.5680999998658,69.89286666654243,
2.0859999656677246,205.23119999985556,69.89286666654243,
2.128000020980835,199.64039999985198,69.89286666654243,
2.13100004196167,183.30349999986265,69.89286666654243,
2.134000062942505,167.79266666652893,69.89286666654243,
2.13700008392334,141.05706666653077,69.89286666654243,
2.513000011444092,137.79756666653066,92.4516354949866,
2.5179998874664307,135.24079999987862,92.4516354949866,
2.628000020980835,116.31559999986678,116.3155999998653,
