time,cur_obj,cur_bound,root_obj
25.436000108718872,1e+100,318.4438666666665,318.4438666666665
32.212000131607056,9596.835199997426,318.4438666666665,
34.5550000667572,8999.359399999528,318.4438666666665,
35.29699993133545,7992.387666666284,318.4438666666665,
37.104000091552734,7610.7118999991435,318.4438666666665,
38.312999963760376,7119.784566665978,318.4438666666665,
40.367000102996826,6736.496099999378,318.4438666666665,
43.61800003051758,6602.898166666149,318.4438666666665,
45.96799993515015,6598.841166666301,318.4438666666665,
47.53999996185303,6426.42496666636,318.4438666666665,
48.94000005722046,6083.815833332905,318.4438666666665,
52.223000049591064,5902.4244333329625,318.4438666666665,
53.02300000190735,5555.616333332982,318.4438666666665,
53.09000015258789,5366.462533333048,318.4438666666665,
53.14800000190735,5360.273233333013,318.4438666666665,
53.20099997520447,5302.0082333332975,318.4438666666665,
53.87700009346008,5222.511966666643,318.4438666666665,
53.926000118255615,5222.509033333314,318.4438666666665,
116.76800012588501,5176.33989999997,318.4438666666665,
117.04699993133545,4829.740166666525,318.4438666666665,
211.1159999370575,4817.456899999881,318.44399375440116,
211.19600009918213,4801.230099999622,318.44399375440116,
211.24300003051758,4635.6756333332305,318.44399375440116,
211.3159999847412,4204.362999999859,318.44399375440116,
230.88499999046326,3802.675799999837,318.44399375440116,
230.94700002670288,3786.3469999996014,318.44399375440116,
230.99500012397766,3732.19649999978,318.44399375440116,
282.9590001106262,3709.7231666663065,318.44399375440116,
283.0350000858307,3118.521299999309,318.44399375440116,
283.09299993515015,2974.5452333329813,318.44399375440116,
283.1419999599457,2953.0345999996644,318.44399375440116,
283.1909999847412,2776.394233332918,318.44399375440116,
283.25300002098083,2368.0398666663314,318.44399375440116,
361.0420000553131,2355.1641333330263,318.44399375440116,
361.0940001010895,2082.8428666666223,318.44399375440116,
361.14600014686584,2082.235666666609,318.44399375440116,
384.220999956131,2064.0464666666376,318.44399375440116,
428.3529999256134,1979.5595333331803,318.44399375440116,
428.3989999294281,1979.4584333332168,318.44399375440116,
489.51900005340576,1977.4158333332598,318.44399375440116,
489.57299995422363,1972.3744333328941,318.44399375440116,
509.6010000705719,1946.0680333329437,318.44399375440116,
527.1800000667572,1944.9669333328566,318.44399375440116,
527.2350001335144,1940.54913333289,318.44399375440116,
527.2839999198914,1939.7134333328868,318.44399375440116,
542.7530000209808,1935.5272333327812,318.44399375440116,
542.8010001182556,1935.3382333328918,318.44399375440116,
559.7439999580383,1891.4819333329506,318.44399375440116,
570.5440001487732,1891.3217333328867,318.44399375440116,
579.6870000362396,1849.2764333332452,318.44399375440116,
579.7460000514984,1849.2476333329614,318.44399375440116,
604.4679999351501,1849.044833332904,318.44399375440116,
604.5199999809265,1832.4440999993822,318.44399375440116,
604.625,1814.3828666661866,318.44399375440116,
604.7550001144409,1779.2462666662395,318.44399375440116,
637.8090000152588,1708.6502999995573,318.44399375440116,
637.9270000457764,1574.2003999994486,318.44399375440116,
638.0369999408722,1494.5847666661866,318.44399375440116,
670.393000125885,1485.7413666661014,318.44399375440116,
706.5670001506805,926.0578333329904,318.44399375440116,
706.6340000629425,867.5447333329794,318.44399375440116,
706.6909999847412,816.6839333331809,318.44399375440116,
706.7490000724792,749.247333332969,318.44399375440116,
706.8010001182556,739.740533332857,318.44399375440116,
743.3849999904633,710.6993333328282,318.44399375440116,
743.4530000686646,710.073833332819,318.44399375440116,
743.5150001049042,688.3585333329029,318.44399375440116,
743.5710000991821,672.324433333044,318.44399375440116,
743.6219999790192,661.2000333328397,318.44399375440116,
783.7920000553131,650.7983327194452,318.44399375440116,
783.8500001430511,648.6828327194889,318.44399375440116,
783.904000043869,645.8391333327236,318.44399375440116,
810.0499999523163,613.451533332729,318.44399375440116,
820.4560000896454,612.9460333328607,318.44399375440116,
820.5120000839233,611.9460333322786,318.44399375440116,
839.199000120163,611.8452333329187,318.44399375440116,
876.4900000095367,606.9370327194338,318.44399375440116,
876.5499999523163,606.8362327196955,318.44399375440116,
905.9219999313354,606.8362320764863,318.44399375440116,
905.9880001544952,606.8362275310938,318.44399375440116,
7204.661000013351,606.8339017468898,348.3300323333133,
7205.0,606.8339017468734,348.3300323333133,
