time,cur_obj,cur_bound,root_obj
3.0439999103546143,1341.9799333332376,0.0,0.0
3.7689998149871826,1217.5222333332458,0.0,
5.5929999351501465,436.351733333202,0.0,
8.151999950408936,426.3158999998959,0.0,
8.182999849319458,358.335466666882,0.0,
10.396999835968018,344.53516666661017,0.0,
10.411999940872192,337.30856666655745,0.0,
10.42799997329712,331.71573333332344,0.0,
13.968999862670898,327.16569476508084,0.0,
17.210999965667725,319.2826999999306,0.0,
17.22099995613098,312.5615990502374,0.0,
17.240000009536743,307.01819999990767,0.0,
19.557999849319458,307.01819924989104,0.0,
19.569999933242798,302.4527999999809,0.0,
19.582000017166138,302.02229999991687,0.0,
31.3989999294281,302.0222995042859,0.0,
31.41100001335144,302.02229899845406,0.0,
31.4229998588562,301.0621996965456,0.0,
34.75999999046326,299.1419999999998,0.0,
37.70099997520447,299.13853017770816,0.0,
212.85099983215332,299.1329999531408,0.0,
227.03099989891052,299.0879999998906,0.0,
440.14599990844727,299.08799959986936,0.0,
440.1799998283386,299.08623900430393,0.0,
440.21599984169006,299.0845208311948,0.0,
644.1519999504089,299.0845204361649,0.0,
7200.984999895096,299.084520436164,4.241600000001199,
7201.12299990654,299.084520436164,4.241600000001199,
