time,cur_obj,cur_bound,root_obj
0.20399999618530273,361.8103666666211,0.0,0.0
0.2569999694824219,121.76036666666732,0.0,
0.309999942779541,79.97113333331345,0.0,
0.3680000305175781,60.225966666663226,0.0,
0.4230000972747803,60.224166666656856,0.0,
0.5230000019073486,54.154966666661494,0.0,
0.5230000019073486,54.1549666611445,0.0,
0.5239999294281006,52.78973333332942,0.0,
0.7000000476837158,51.56449999999586,0.0,
0.7439999580383301,51.56449998999415,0.0,
60.04699993133545,51.564499989994715,9.042633333328922,
60.049999952316284,51.564499989994715,9.042633333328922,
