time,cur_obj,cur_bound,root_obj
26.54100012779236,1e+100,293.9826333333333,293.9826333333333
34.66200017929077,10385.671199996577,293.9826333333333,
38.00600004196167,8600.323966666314,293.9826333333333,
40.176000118255615,6702.355699999964,293.9826333333333,
40.670000076293945,6481.60156666657,293.9826333333333,
41.407999992370605,6065.48656666591,293.9826333333333,
48.742000102996826,4970.399166666364,293.9826333333333,
49.26900005340576,4620.77229999956,293.9826333333333,
49.330000162124634,4482.01799999956,293.9826333333333,
49.39100003242493,4332.088399999731,293.9826333333333,
49.45300006866455,4320.081933333087,293.9826333333333,
49.81500005722046,4292.676133332912,293.9826333333333,
49.88300013542175,4273.336499999605,293.9826333333333,
50.16900014877319,4272.38929999961,293.9826333333333,
50.230000019073486,4257.119699999639,293.9826333333333,
50.49900007247925,4205.37249999967,293.9826333333333,
51.11900019645691,4197.984166666516,293.9826333333333,
51.61800003051758,4121.294699999977,293.9826333333333,
51.67900013923645,4080.996333333307,293.9826333333333,
51.74000000953674,4078.5787666666,293.9826333333333,
51.8050000667572,4070.7630666666155,293.9826333333333,
51.87100005149841,4028.350066666564,293.9826333333333,
52.269999980926514,4025.369733333071,293.9826333333333,
174.38100004196167,4024.369733333071,293.9826333333333,
174.46200013160706,4010.160533332717,293.9826333333333,
207.05000019073486,3952.756333333011,293.9826333333333,
207.12199997901917,3184.124133332829,293.9826333333333,
207.1840000152588,2812.6648666664187,293.9826333333333,
207.23300004005432,2795.4489333329766,293.9826333333333,
207.28700017929077,2773.49969999968,293.9826333333333,
227.88100004196167,2400.9113666663543,293.9826333333333,
227.92900013923645,2231.561933333018,293.9826333333333,
228.00100016593933,1861.1447333330652,293.9826333333333,
292.9210000038147,1586.4492333331946,302.62363333326357,
292.97699999809265,1582.9169999997903,302.62363333326357,
363.57400012016296,1501.8184333330064,302.62363333326357,
363.6270000934601,1501.7839333330485,302.62363333326357,
385.08000016212463,1452.0471333331298,302.62363333326357,
385.1449999809265,1380.0655999995288,302.62363333326357,
401.0460000038147,1282.1825333328597,302.62363333326357,
401.0990002155304,1280.122433332901,302.62363333326357,
401.15000009536743,1279.4981666662643,302.62363333326357,
401.20500016212463,1236.53873333284,302.62363333326357,
480.13300013542175,1152.9024666663172,302.62363333327085,
480.19400000572205,1012.2038999995202,302.62363333327085,
480.257000207901,947.2780666661711,302.62363333327085,
503.99500012397766,919.0540999995428,302.6236333332781,
523.4969999790192,874.4469999997746,302.6236333332781,
523.6090002059937,668.9812333327282,302.6236333332781,
554.0980000495911,655.6843333326178,302.6236333332781,
554.2800002098083,556.9807333329154,302.6236333332781,
588.5550000667572,554.5788999997676,302.6236333332781,
588.7110002040863,542.9128995077554,302.6236333332781,
608.9880001544952,542.1592999996064,302.6236333332781,
632.5640001296997,542.1592993819067,302.6236333332781,
701.1110000610352,542.1574928451155,302.81383333328995,
847.1650002002716,542.0369324950443,342.16413233331514,
847.2320001125336,542.0369321323014,342.16413233331514,
930.5240001678467,542.0369282528118,342.16413233331514,
1162.0460000038147,542.0369273181495,342.16413233331514,
1243.9840002059937,542.0369269014845,342.16413233331514,
1348.8940000534058,542.0369268029026,342.16413233331514,
2540.643000125885,542.0340562730053,342.16413233331514,
2540.654000043869,542.0340562730053,342.16413233331514,
2885.444000005722,542.0340562730053,342.16413233331514,
2916.423000097275,539.9796666664915,342.16413233331514,
3162.75400018692,539.9778666665297,342.16413233331514,
3471.698000192642,539.9778662984827,344.553792493397,
3659.8250000476837,539.9778634663235,364.8458647303124,
3661.640000104904,539.9778630984074,364.8458647303124,
3869.9800000190735,539.9778619946374,408.83420275997923,
3879.494000196457,539.9778616254334,408.83420275997923,
3880.5240001678467,539.977861078296,408.83420275997923,
4487.266000032425,539.9778608444176,456.5785766015324,
4488.558000087738,539.9774645733705,456.5785766015324,
5630.295000076294,539.9774635389113,461.12446262427716,
5864.302000045776,539.9694666661671,461.1248135167475,
6003.287000179291,539.9689058107833,461.1248135167475,
6003.34500002861,539.9689044709594,461.1248135167475,
7204.967000007629,539.9661831685007,461.32692250658135,
7205.338999986649,539.9661831684924,461.32692250658135,
