time,cur_obj,cur_bound,root_obj
2.872999906539917,928.8210333332463,0.0,0.0
3.5399999618530273,923.2902333332459,0.0,
3.690999984741211,916.2476333332452,0.0,
5.309999942779541,394.09869999998045,0.0,
6.733999967575073,371.9590333332417,0.0,
6.74399995803833,365.45133333056583,0.0,
7.704999923706055,316.6618333332335,0.0,
7.730999946594238,296.0586666638992,0.0,
8.65499997138977,289.9955666666283,0.0,
15.01799988746643,287.88206666662154,0.0,
15.026999950408936,270.53716666658147,0.0,
15.038999795913696,263.83696666664764,0.0,
19.971999883651733,256.74926666664396,0.0,
23.269999980926514,256.7488774964404,0.0,
23.27999997138977,254.85516666662807,0.0,
26.4689998626709,254.83866666661197,0.0,
26.480000019073486,254.2338666665455,0.0,
45.919999837875366,254.23386638715965,0.0,
45.95199990272522,254.2338656295069,0.0,
45.967000007629395,254.0853666666044,0.0,
149.94799995422363,254.0853662423724,0.0,
175.69799995422363,254.08536621679013,0.0,
176.03600001335144,254.08536619082952,0.0,
230.57399988174438,254.08536444613856,0.0,
417.6199998855591,254.0848669131301,0.0,
642.7599999904633,254.08486562014878,0.0,
7200.9329998493195,254.0848656201499,3.7991333333266084,
